date_key,portfolio_id,total_market_value,net_flow
20230627,PRT00020,118786.71,0.0
20230627,PRT00021,444633.32,0.0
20230627,PRT00022,125924.49,0.0
20230627,PRT00023,192190.77,0.0
20230627,PRT00024,119849.9,0.0
20230627,PRT00025,184453.99,0.0
20230627,PRT00026,298839.48,0.0
20230627,PRT00027,370930.17,0.0
20230628,PRT00001,231646.56,0.0
20230628,PRT00002,158701.58000000002,0.0
20230628,PRT00003,116752.77,0.0
20230628,PRT00004,166137.43,0.0
20230628,PRT00005,113683.53,0.0
20230628,PRT00006,152734.22,0.0
20230628,PRT00007,134338.11,0.0
20230628,PRT00008,91134.21,0.0
20230628,PRT00009,61943.93,0.0
20230628,PRT00010,295754.74,0.0
20230628,PRT00011,260459.43,0.0
20230628,PRT00012,458363.19,0.0
20230628,PRT00013,222417.98,0.0
20230628,PRT00014,87002.22,0.0
20230628,PRT00015,292306.16000000003,0.0
20230628,PRT00016,227958.41,0.0
20230628,PRT00017,146452.85,0.0
20230628,PRT00018,298236.16,0.0
20230628,PRT00019,115099.54,0.0
20230628,PRT00020,119776.83,0.0
20230628,PRT00021,447406.51,0.0
20230628,PRT00022,126436.94,0.0
20230628,PRT00023,194360.25,0.0
20230628,PRT00024,119807.11,0.0
20230628,PRT00025,185101.77,0.0
20230628,PRT00026,301325.65,0.0
20230628,PRT00027,369319.23,0.0
20230629,PRT00001,232402.83000000002,0.0
20230629,PRT00002,158775.87,0.0
20230629,PRT00003,116986.33,0.0
20230629,PRT00004,165728.24,0.0
20230629,PRT00005,113749.1,0.0
20230629,PRT00006,152192.83000000002,0.0
20230629,PRT00007,134789.87,0.0
20230629,PRT00008,91227.65000000001,0.0
20230629,PRT00009,62157.86,0.0
20230629,PRT00010,297578.98,0.0
20230629,PRT00011,262216.72000000003,0.0
20230629,PRT00012,459991.67000000004,0.0
20230629,PRT00013,222920.37,0.0
20230629,PRT00014,87116.1,0.0
20230629,PRT00015,292916.78,0.0
20230629,PRT00016,227845.09,0.0
20230629,PRT00017,147066.57,0.0
20230629,PRT00018,298663.45999999996,0.0
20230629,PRT00019,115119.33,0.0
20230629,PRT00020,119226.07,0.0
20230629,PRT00021,447096.0,0.0
20230629,PRT00022,126679.8,0.0
20230629,PRT00023,194452.35,0.0
20230629,PRT00024,119760.76,0.0
20230629,PRT00025,185288.51,0.0
20230629,PRT00026,301410.49,0.0
20230629,PRT00027,369798.56,0.0
20230630,PRT00001,231398.63,0.0
20230630,PRT00002,157777.16,0.0
20230630,PRT00003,116179.25,0.0
20230630,PRT00004,165200.03,0.0
20230630,PRT00005,113266.6,0.0
20230630,PRT00006,151042.68,0.0
20230630,PRT00007,134418.14,0.0
20230630,PRT00008,90745.25,0.0
20230630,PRT00009,61876.57,0.0
20230630,PRT00010,296741.11,0.0
20230630,PRT00011,261443.59,0.0
20230630,PRT00012,457990.93,0.0
20230630,PRT00013,222998.18,0.0
20230630,PRT00014,86934.03,0.0
20230630,PRT00015,291244.62,0.0
20230630,PRT00016,227539.03,0.0
20230630,PRT00017,146498.80000000002,0.0
20230630,PRT00018,298129.82,0.0
20230630,PRT00019,114681.11,0.0
20230630,PRT00020,119148.78,0.0
20230630,PRT00021,446116.44,0.0
20230630,PRT00022,126131.36,0.0
20230630,PRT00023,193629.89,0.0
20230630,PRT00024,119596.7,0.0
20230630,PRT00025,184784.91999999998,0.0
20230630,PRT00026,300527.98,0.0
20230630,PRT00027,366897.28,0.0
20230703,PRT00001,235761.53,228.09000000000003
20230703,PRT00002,160195.21,1236.0400000000002
20230703,PRT00003,117142.74,539.0999999999999
20230703,PRT00004,167315.30000000002,260.1500000000001
20230703,PRT00005,116280.34,-299.98
20230703,PRT00006,153734.63,240.6899999999997
20230703,PRT00007,136419.04,-149.16999999999996
20230703,PRT00008,94239.47,-774.0500000000001
20230703,PRT00009,65017.25,-899.8000000000002
20230703,PRT00010,300972.36,1296.5
20230703,PRT00011,264303.47000000003,-177.73000000000013
20230703,PRT00012,464638.98,368.9
20230703,PRT00013,226583.22,1109.1099999999997
20230703,PRT00014,88713.38,325.35
20230703,PRT00015,296289.79000000004,-233.87999999999988
20230703,PRT00016,229551.09,179.20000000000027
20230703,PRT00017,150951.28,-485.74
20230703,PRT00018,303409.11,8.049999999999955
20230703,PRT00019,116274.25,995.0500000000001
20230703,PRT00020,120763.8,185.6300000000001
20230703,PRT00021,454570.67,-1277.4500000000003
20230703,PRT00022,129898.08,-912.5
20230703,PRT00023,197379.19,1015.1199999999998
20230703,PRT00024,122078.04,163.07000000000016
20230703,PRT00025,189919.82,-552.5299999999999
20230703,PRT00026,307206.47,-239.40999999999985
20230703,PRT00027,371865.27,-865.1100000000001
20230704,PRT00001,235747.28,0.0
20230704,PRT00002,160912.22,0.0
20230704,PRT00003,117619.76,0.0
20230704,PRT00004,167719.87,0.0
20230704,PRT00005,116903.43,0.0
20230704,PRT00006,154496.96,0.0
20230704,PRT00007,136935.7,0.0
20230704,PRT00008,94160.45999999999,0.0
20230704,PRT00009,65381.83,0.0
20230704,PRT00010,301413.95999999996,0.0
20230704,PRT00011,265763.74,0.0
20230704,PRT00012,464390.64999999997,0.0
20230704,PRT00013,226951.22,0.0
20230704,PRT00014,88817.69,0.0
20230704,PRT00015,296202.94,0.0
20230704,PRT00016,229938.64,0.0
20230704,PRT00017,151528.62,0.0
20230704,PRT00018,304324.04,0.0
20230704,PRT00019,116777.21,0.0
20230704,PRT00020,120974.33,0.0
20230704,PRT00021,455517.0,0.0
20230704,PRT00022,130112.7,0.0
20230704,PRT00023,198251.92,0.0
20230704,PRT00024,122238.73,0.0
20230704,PRT00025,189446.31,0.0
20230704,PRT00026,307470.02999999997,0.0
20230704,PRT00027,371269.36,0.0
20230705,PRT00001,231857.43,0.0
20230705,PRT00002,158681.44,0.0
20230705,PRT00003,117080.04,0.0
20230705,PRT00004,165257.93,0.0
20230705,PRT00005,115239.39,0.0
20230705,PRT00006,151856.55,0.0
20230705,PRT00007,136024.2,0.0
20230705,PRT00008,93612.95,0.0
20230705,PRT00009,64274.61,0.0
20230705,PRT00010,296348.18,0.0
20230705,PRT00011,263422.24,0.0
20230705,PRT00012,458006.77999999997,0.0
20230705,PRT00013,222532.59,0.0
20230705,PRT00014,87372.87,0.0
20230705,PRT00015,292695.16000000003,0.0
20230705,PRT00016,228115.1,0.0
20230705,PRT00017,149331.27,0.0
20230705,PRT00018,300536.86,0.0
20230705,PRT00019,114606.26,0.0
20230705,PRT00020,118602.40000000001,0.0
20230705,PRT00021,449548.17,0.0
20230705,PRT00022,128789.7,0.0
20230705,PRT00023,193234.97,0.0
20230705,PRT00024,120697.83,0.0
20230705,PRT00025,186795.1,0.0
20230705,PRT00026,300592.87,0.0
20230705,PRT00027,368707.52,0.0
20230706,PRT00001,230521.0,0.0
20230706,PRT00002,157655.09,0.0
20230706,PRT00003,116556.49,0.0
20230706,PRT00004,164053.04,0.0
20230706,PRT00005,114287.48999999999,0.0
20230706,PRT00006,150310.76,0.0
20230706,PRT00007,135583.24000000002,0.0
20230706,PRT00008,93446.39,0.0
20230706,PRT00009,63822.88,0.0
20230706,PRT00010,293913.95999999996,0.0
20230706,PRT00011,261183.12000000002,0.0
20230706,PRT00012,455974.72,0.0
20230706,PRT00013,220325.48,0.0
20230706,PRT00014,86640.86,0.0
20230706,PRT00015,290849.15,0.0
20230706,PRT00016,226079.86,0.0
20230706,PRT00017,147993.23,0.0
20230706,PRT00018,297628.4,0.0
20230706,PRT00019,113559.92,0.0
20230706,PRT00020,117130.15000000001,0.0
20230706,PRT00021,447470.39,0.0
20230706,PRT00022,128337.56999999999,0.0
20230706,PRT00023,191230.56,0.0
20230706,PRT00024,119951.26,0.0
20230706,PRT00025,186326.42,0.0
20230706,PRT00026,297548.23,0.0
20230706,PRT00027,367185.81,0.0
20230707,PRT00001,230843.68,0.0
20230707,PRT00002,157902.69,0.0
20230707,PRT00003,116303.97,0.0
20230707,PRT00004,164723.80000000002,0.0
20230707,PRT00005,115613.2,0.0
20230707,PRT00006,150964.4,0.0
20230707,PRT00007,135897.92,0.0
20230707,PRT00008,93725.78,0.0
20230707,PRT00009,64083.579999999994,0.0
20230707,PRT00010,295211.07999999996,0.0
20230707,PRT00011,260609.53,0.0
20230707,PRT00012,456077.56,0.0
20230707,PRT00013,221619.15,0.0
20230707,PRT00014,87485.68000000001,0.0
20230707,PRT00015,291380.65,0.0
20230707,PRT00016,226000.59,0.0
20230707,PRT00017,148956.66,0.0
20230707,PRT00018,298822.96,0.0
20230707,PRT00019,114208.23,0.0
20230707,PRT00020,118349.36,0.0
20230707,PRT00021,450497.85,0.0
20230707,PRT00022,128783.87,0.0
20230707,PRT00023,192923.08,0.0
20230707,PRT00024,120238.76,0.0
20230707,PRT00025,187188.65,0.0
20230707,PRT00026,299620.89999999997,0.0
20230707,PRT00027,366910.48000000004,0.0
20230710,PRT00001,231647.16999999998,0.0
20230710,PRT00002,159064.41,0.0
20230710,PRT00003,116105.86,0.0
20230710,PRT00004,165252.4,0.0
20230710,PRT00005,116675.5,0.0
20230710,PRT00006,151825.16,0.0
20230710,PRT00007,136434.53,0.0
20230710,PRT00008,94260.58,0.0
20230710,PRT00009,64392.02,0.0
20230710,PRT00010,297392.5,0.0
20230710,PRT00011,260969.03,0.0
20230710,PRT00012,456442.05,0.0
20230710,PRT00013,222754.66999999998,0.0
20230710,PRT00014,87546.71,0.0
20230710,PRT00015,292280.37,0.0
20230710,PRT00016,225870.96,0.0
20230710,PRT00017,149642.8,0.0
20230710,PRT00018,299470.81,0.0
20230710,PRT00019,114156.67,0.0
20230710,PRT00020,118375.56,0.0
20230710,PRT00021,451940.35,0.0
20230710,PRT00022,129585.43,0.0
20230710,PRT00023,193266.23,0.0
20230710,PRT00024,120107.09999999999,0.0
20230710,PRT00025,187305.34,0.0
20230710,PRT00026,300551.45,0.0
20230710,PRT00027,366410.43,0.0
20230711,PRT00001,228458.1,0.0
20230711,PRT00002,157599.24,0.0
20230711,PRT00003,116054.16,0.0
20230711,PRT00004,162406.14,0.0
20230711,PRT00005,114395.56,0.0
20230711,PRT00006,150747.8,0.0
20230711,PRT00007,135869.24000000002,0.0
20230711,PRT00008,92853.09,0.0
20230711,PRT00009,63125.799999999996,0.0
20230711,PRT00010,292408.36,0.0
20230711,PRT00011,259068.69,0.0
20230711,PRT00012,451018.76,0.0
20230711,PRT00013,218075.69999999998,0.0
20230711,PRT00014,85611.98,0.0
20230711,PRT00015,288354.04000000004,0.0
20230711,PRT00016,224436.0,0.0
20230711,PRT00017,147420.01,0.0
20230711,PRT00018,296025.79,0.0
20230711,PRT00019,112639.35,0.0
20230711,PRT00020,115922.27,0.0
20230711,PRT00021,446540.99,0.0
20230711,PRT00022,127807.25,0.0
20230711,PRT00023,189894.69,0.0
20230711,PRT00024,119405.93,0.0
20230711,PRT00025,183731.21,0.0
20230711,PRT00026,294308.25,0.0
20230711,PRT00027,363831.53,0.0
20230712,PRT00001,226523.5,0.0
20230712,PRT00002,156906.94,0.0
20230712,PRT00003,115874.54,0.0
20230712,PRT00004,160674.85,0.0
20230712,PRT00005,113187.9,0.0
20230712,PRT00006,150162.95,0.0
20230712,PRT00007,135459.22,0.0
20230712,PRT00008,92169.29,0.0
20230712,PRT00009,62760.869999999995,0.0
20230712,PRT00010,289820.01,0.0
20230712,PRT00011,256932.71000000002,0.0
20230712,PRT00012,447932.68,0.0
20230712,PRT00013,216317.6,0.0
20230712,PRT00014,84887.16,0.0
20230712,PRT00015,286217.94,0.0
20230712,PRT00016,223122.07,0.0
20230712,PRT00017,146280.38,0.0
20230712,PRT00018,294599.85,0.0
20230712,PRT00019,111899.39,0.0
20230712,PRT00020,114736.11,0.0
20230712,PRT00021,443071.32,0.0
20230712,PRT00022,126706.78,0.0
20230712,PRT00023,189188.19,0.0
20230712,PRT00024,119218.76,0.0
20230712,PRT00025,181926.42,0.0
20230712,PRT00026,291763.43,0.0
20230712,PRT00027,362325.0,0.0
20230713,PRT00001,225949.72,0.0
20230713,PRT00002,156920.82,0.0
20230713,PRT00003,115686.16,0.0
20230713,PRT00004,160252.11000000002,0.0
20230713,PRT00005,113137.22,0.0
20230713,PRT00006,149959.01,0.0
20230713,PRT00007,135540.79,0.0
20230713,PRT00008,92079.20999999999,0.0
20230713,PRT00009,62649.13,0.0
20230713,PRT00010,290124.17,0.0
20230713,PRT00011,256700.56,0.0
20230713,PRT00012,447503.62,0.0
20230713,PRT00013,215984.6,0.0
20230713,PRT00014,84689.84,0.0
20230713,PRT00015,285804.39,0.0
20230713,PRT00016,223276.68,0.0
20230713,PRT00017,146003.21,0.0
20230713,PRT00018,294267.52,0.0
20230713,PRT00019,111677.92,0.0
20230713,PRT00020,114637.71,0.0
20230713,PRT00021,442111.43,0.0
20230713,PRT00022,126670.04,0.0
20230713,PRT00023,188657.02,0.0
20230713,PRT00024,119007.19,0.0
20230713,PRT00025,181438.63,0.0
20230713,PRT00026,290899.05,0.0
20230713,PRT00027,361830.55,0.0
20230714,PRT00001,225857.31,0.0
20230714,PRT00002,156904.89,0.0
20230714,PRT00003,115902.95,0.0
20230714,PRT00004,160101.58000000002,0.0
20230714,PRT00005,112869.65,0.0
20230714,PRT00006,150047.08,0.0
20230714,PRT00007,135806.14,0.0
20230714,PRT00008,91958.06999999999,0.0
20230714,PRT00009,62736.33,0.0
20230714,PRT00010,290045.14999999997,0.0
20230714,PRT00011,256638.17,0.0
20230714,PRT00012,446799.48,0.0
20230714,PRT00013,215359.04,0.0
20230714,PRT00014,84626.29,0.0
20230714,PRT00015,286002.26,0.0
20230714,PRT00016,223325.18,0.0
20230714,PRT00017,146005.04,0.0
20230714,PRT00018,293998.7,0.0
20230714,PRT00019,111605.68,0.0
20230714,PRT00020,114314.03,0.0
20230714,PRT00021,441552.58,0.0
20230714,PRT00022,126502.56999999999,0.0
20230714,PRT00023,188448.84,0.0
20230714,PRT00024,119074.31999999999,0.0
20230714,PRT00025,181099.87,0.0
20230714,PRT00026,290167.01,0.0
20230714,PRT00027,362726.89,0.0
20230717,PRT00001,225005.63999999998,0.0
20230717,PRT00002,156653.43,0.0
20230717,PRT00003,115999.01,0.0
20230717,PRT00004,159365.39,0.0
20230717,PRT00005,112500.95,0.0
20230717,PRT00006,149482.36,0.0
20230717,PRT00007,135595.63,0.0
20230717,PRT00008,91700.26,0.0
20230717,PRT00009,62493.729999999996,0.0
20230717,PRT00010,289198.51,0.0
20230717,PRT00011,256283.86000000002,0.0
20230717,PRT00012,445743.85,0.0
20230717,PRT00013,213895.38999999998,0.0
20230717,PRT00014,84006.74,0.0
20230717,PRT00015,285116.03,0.0
20230717,PRT00016,223042.06,0.0
20230717,PRT00017,145668.07,0.0
20230717,PRT00018,293492.92,0.0
20230717,PRT00019,111201.06,0.0
20230717,PRT00020,113722.12,0.0
20230717,PRT00021,439555.52999999997,0.0
20230717,PRT00022,126051.75,0.0
20230717,PRT00023,187247.79,0.0
20230717,PRT00024,118731.92,0.0
20230717,PRT00025,180290.81,0.0
20230717,PRT00026,288450.44,0.0
20230717,PRT00027,361797.49,0.0
20230718,PRT00001,223543.69999999998,0.0
20230718,PRT00002,155776.37,0.0
20230718,PRT00003,116029.26,0.0
20230718,PRT00004,158077.24000000002,0.0
20230718,PRT00005,111375.53,0.0
20230718,PRT00006,147952.31,0.0
20230718,PRT00007,135446.02000000002,0.0
20230718,PRT00008,91225.74,0.0
20230718,PRT00009,62342.03999999999,0.0
20230718,PRT00010,287579.16,0.0
20230718,PRT00011,256440.21000000002,0.0
20230718,PRT00012,445664.74,0.0
20230718,PRT00013,212035.47999999998,0.0
20230718,PRT00014,83330.23,0.0
20230718,PRT00015,283882.09,0.0
20230718,PRT00016,222658.49,0.0
20230718,PRT00017,144605.59,0.0
20230718,PRT00018,291573.62,0.0
20230718,PRT00019,110457.86,0.0
20230718,PRT00020,112376.52,0.0
20230718,PRT00021,436746.14999999997,0.0
20230718,PRT00022,125408.73999999999,0.0
20230718,PRT00023,186436.99,0.0
20230718,PRT00024,118174.24,0.0
20230718,PRT00025,179116.21,0.0
20230718,PRT00026,285767.62,0.0
20230718,PRT00027,361700.28,0.0
20230719,PRT00001,223060.88999999998,0.0
20230719,PRT00002,155804.2,0.0
20230719,PRT00003,116007.03,0.0
20230719,PRT00004,157505.30000000002,0.0
20230719,PRT00005,110948.33,0.0
20230719,PRT00006,147170.19,0.0
20230719,PRT00007,135499.19,0.0
20230719,PRT00008,90970.08,0.0
20230719,PRT00009,61837.25,0.0
20230719,PRT00010,287690.99,0.0
20230719,PRT00011,256397.11000000002,0.0
20230719,PRT00012,446416.77,0.0
20230719,PRT00013,210527.38,0.0
20230719,PRT00014,82640.17,0.0
20230719,PRT00015,282820.49,0.0
20230719,PRT00016,222884.14,0.0
20230719,PRT00017,143974.76,0.0
20230719,PRT00018,290766.43,0.0
20230719,PRT00019,110307.42,0.0
20230719,PRT00020,111701.98,0.0
20230719,PRT00021,436220.88,0.0
20230719,PRT00022,125487.4,0.0
20230719,PRT00023,185155.43,0.0
20230719,PRT00024,117855.17,0.0
20230719,PRT00025,178724.77,0.0
20230719,PRT00026,284428.86,0.0
20230719,PRT00027,361446.46,0.0
20230720,PRT00001,224460.69999999998,0.0
20230720,PRT00002,156540.84,0.0
20230720,PRT00003,116636.71,0.0
20230720,PRT00004,159282.38,0.0
20230720,PRT00005,112007.67,0.0
20230720,PRT00006,148075.58,0.0
20230720,PRT00007,136182.25,0.0
20230720,PRT00008,91498.16,0.0
20230720,PRT00009,62230.079999999994,0.0
20230720,PRT00010,289382.51,0.0
20230720,PRT00011,258150.48,0.0
20230720,PRT00012,448176.13,0.0
20230720,PRT00013,212454.32,0.0
20230720,PRT00014,83742.27,0.0
20230720,PRT00015,285234.39,0.0
20230720,PRT00016,224699.05,0.0
20230720,PRT00017,145229.59,0.0
20230720,PRT00018,293132.5,0.0
20230720,PRT00019,111100.64,0.0
20230720,PRT00020,113068.86,0.0
20230720,PRT00021,440067.96,0.0
20230720,PRT00022,126266.09,0.0
20230720,PRT00023,186792.95,0.0
20230720,PRT00024,118479.06999999999,0.0
20230720,PRT00025,180211.66,0.0
20230720,PRT00026,287089.02,0.0
20230720,PRT00027,363819.03,0.0
20230721,PRT00001,226609.94,0.0
20230721,PRT00002,156838.35,0.0
20230721,PRT00003,116437.58,0.0
20230721,PRT00004,160237.33000000002,0.0
20230721,PRT00005,112483.23,0.0
20230721,PRT00006,148564.31,0.0
20230721,PRT00007,136393.39,0.0
20230721,PRT00008,92145.73999999999,0.0
20230721,PRT00009,62591.84,0.0
20230721,PRT00010,291419.67,0.0
20230721,PRT00011,258577.88,0.0
20230721,PRT00012,449355.12,0.0
20230721,PRT00013,214792.34,0.0
20230721,PRT00014,84569.74,0.0
20230721,PRT00015,285773.85000000003,0.0
20230721,PRT00016,225272.31,0.0
20230721,PRT00017,146226.74,0.0
20230721,PRT00018,294880.2,0.0
20230721,PRT00019,112005.18000000001,0.0
20230721,PRT00020,114386.11,0.0
20230721,PRT00021,440572.7,0.0
20230721,PRT00022,126884.04999999999,0.0
20230721,PRT00023,188358.78,0.0
20230721,PRT00024,118789.25,0.0
20230721,PRT00025,181583.81,0.0
20230721,PRT00026,290916.29,0.0
20230721,PRT00027,365632.60000000003,0.0
20230724,PRT00001,226566.16,0.0
20230724,PRT00002,156166.49,0.0
20230724,PRT00003,115541.27,0.0
20230724,PRT00004,159464.99000000002,0.0
20230724,PRT00005,112053.98999999999,0.0
20230724,PRT00006,148161.17,0.0
20230724,PRT00007,136276.18,0.0
20230724,PRT00008,91682.02,0.0
20230724,PRT00009,62236.72,0.0
20230724,PRT00010,290895.57,0.0
20230724,PRT00011,257356.87,0.0
20230724,PRT00012,447186.27999999997,0.0
20230724,PRT00013,214574.88,0.0
20230724,PRT00014,84266.93000000001,0.0
20230724,PRT00015,284251.29000000004,0.0
20230724,PRT00016,224667.2,0.0
20230724,PRT00017,145580.0,0.0
20230724,PRT00018,293274.29,0.0
20230724,PRT00019,111664.99,0.0
20230724,PRT00020,114593.09,0.0
20230724,PRT00021,437948.97,0.0
20230724,PRT00022,125877.01999999999,0.0
20230724,PRT00023,187259.08,0.0
20230724,PRT00024,118797.75,0.0
20230724,PRT00025,180553.06,0.0
20230724,PRT00026,289926.48,0.0
20230724,PRT00027,364478.4,0.0
20230725,PRT00001,224935.12,0.0
20230725,PRT00002,155380.47,0.0
20230725,PRT00003,115066.68,0.0
20230725,PRT00004,158939.08000000002,0.0
20230725,PRT00005,111608.92,0.0
20230725,PRT00006,147177.06,0.0
20230725,PRT00007,135695.9,0.0
20230725,PRT00008,91246.16,0.0
20230725,PRT00009,61794.28,0.0
20230725,PRT00010,290317.49,0.0
20230725,PRT00011,256108.15000000002,0.0
20230725,PRT00012,445798.62,0.0
20230725,PRT00013,213140.5,0.0
20230725,PRT00014,83838.99,0.0
20230725,PRT00015,283977.63,0.0
20230725,PRT00016,223450.61,0.0
20230725,PRT00017,144913.71,0.0
20230725,PRT00018,290850.48,0.0
20230725,PRT00019,111095.32,0.0
20230725,PRT00020,113766.99,0.0
20230725,PRT00021,437388.85,0.0
20230725,PRT00022,125227.79,0.0
20230725,PRT00023,186048.85,0.0
20230725,PRT00024,118262.81,0.0
20230725,PRT00025,180416.05,0.0
20230725,PRT00026,289055.12,0.0
20230725,PRT00027,363199.46,0.0
20230726,PRT00001,226568.41,0.0
20230726,PRT00002,155813.7,0.0
20230726,PRT00003,115466.05,0.0
20230726,PRT00004,159538.37,0.0
20230726,PRT00005,111613.04,0.0
20230726,PRT00006,148027.13,0.0
20230726,PRT00007,136228.85,0.0
20230726,PRT00008,91757.68,0.0
20230726,PRT00009,62238.29,0.0
20230726,PRT00010,292677.01999999996,0.0
20230726,PRT00011,256905.98,0.0
20230726,PRT00012,448622.33999999997,0.0
20230726,PRT00013,214072.59,0.0
20230726,PRT00014,84115.96,0.0
20230726,PRT00015,285336.16000000003,0.0
20230726,PRT00016,223206.3,0.0
20230726,PRT00017,145472.69,0.0
20230726,PRT00018,292474.43,0.0
20230726,PRT00019,112172.04,0.0
20230726,PRT00020,113924.71,0.0
20230726,PRT00021,438934.7,0.0
20230726,PRT00022,126455.73,0.0
20230726,PRT00023,187305.3,0.0
20230726,PRT00024,118166.03,0.0
20230726,PRT00025,181143.98,0.0
20230726,PRT00026,289297.98,0.0
20230726,PRT00027,364718.75,0.0
20230727,PRT00001,224601.5,0.0
20230727,PRT00002,155231.56,0.0
20230727,PRT00003,115142.13,0.0
20230727,PRT00004,159137.41,0.0
20230727,PRT00005,110649.55,0.0
20230727,PRT00006,147403.09,0.0
20230727,PRT00007,135963.7,0.0
20230727,PRT00008,91348.73999999999,0.0
20230727,PRT00009,62005.31,0.0
20230727,PRT00010,290168.14999999997,0.0
20230727,PRT00011,255609.98,0.0
20230727,PRT00012,446255.36,0.0
20230727,PRT00013,213146.72,0.0
20230727,PRT00014,83590.03,0.0
20230727,PRT00015,284546.14,0.0
20230727,PRT00016,222317.77,0.0
20230727,PRT00017,144338.88,0.0
20230727,PRT00018,290694.42,0.0
20230727,PRT00019,111589.45,0.0
20230727,PRT00020,113215.42,0.0
20230727,PRT00021,438988.70999999996,0.0
20230727,PRT00022,125785.75,0.0
20230727,PRT00023,185835.44,0.0
20230727,PRT00024,117833.34,0.0
20230727,PRT00025,180613.4,0.0
20230727,PRT00026,286702.55,0.0
20230727,PRT00027,363145.39,0.0
20230728,PRT00001,223009.69999999998,0.0
20230728,PRT00002,154280.81,0.0
20230728,PRT00003,115200.62,0.0
20230728,PRT00004,157024.13,0.0
20230728,PRT00005,109477.92,0.0
20230728,PRT00006,145704.43,0.0
20230728,PRT00007,134763.32,0.0
20230728,PRT00008,90521.34,0.0
20230728,PRT00009,61185.52,0.0
20230728,PRT00010,287645.48,0.0
20230728,PRT00011,254330.57,0.0
20230728,PRT00012,445004.36,0.0
20230728,PRT00013,209755.1,0.0
20230728,PRT00014,82475.21,0.0
20230728,PRT00015,282912.54000000004,0.0
20230728,PRT00016,221385.37,0.0
20230728,PRT00017,142841.06,0.0
20230728,PRT00018,288232.27,0.0
20230728,PRT00019,110805.74,0.0
20230728,PRT00020,111517.49,0.0
20230728,PRT00021,434626.51999999996,0.0
20230728,PRT00022,124560.36,0.0
20230728,PRT00023,184160.07,0.0
20230728,PRT00024,117121.74,0.0
20230728,PRT00025,179103.24,0.0
20230728,PRT00026,284336.74,0.0
20230728,PRT00027,361327.83,0.0
20230731,PRT00001,222067.13999999998,0.0
20230731,PRT00002,153860.03,0.0
20230731,PRT00003,115081.17,0.0
20230731,PRT00004,155955.59,0.0
20230731,PRT00005,108850.84999999999,0.0
20230731,PRT00006,145156.01,0.0
20230731,PRT00007,134417.6,0.0
20230731,PRT00008,90304.95,0.0
20230731,PRT00009,60669.15,0.0
20230731,PRT00010,285197.08,0.0
20230731,PRT00011,253473.14,0.0
20230731,PRT00012,442663.33,0.0
20230731,PRT00013,208066.97,0.0
20230731,PRT00014,81589.97,0.0
20230731,PRT00015,281947.05,0.0
20230731,PRT00016,219907.73,0.0
20230731,PRT00017,142156.0,0.0
20230731,PRT00018,286886.35,0.0
20230731,PRT00019,110283.06,0.0
20230731,PRT00020,110691.42,0.0
20230731,PRT00021,433024.08999999997,0.0
20230731,PRT00022,123784.31,0.0
20230731,PRT00023,182434.0,0.0
20230731,PRT00024,116842.92,0.0
20230731,PRT00025,178473.97,0.0
20230731,PRT00026,282036.93,0.0
20230731,PRT00027,358289.61,0.0
20230801,PRT00001,221689.46,21.990000000000073
20230801,PRT00002,154822.0,18.939999999999948
20230801,PRT00003,115874.11,30.539999999999992
20230801,PRT00004,156219.54,12.62999999999995
20230801,PRT00005,109803.26000000001,26.980000000000068
20230801,PRT00006,145875.06,27.320000000000036
20230801,PRT00007,135619.8,34.08999999999996
20230801,PRT00008,91227.58,34.059999999999974
20230801,PRT00009,61555.83,11.86000000000001
20230801,PRT00010,285473.14,17.619999999999923
20230801,PRT00011,254100.2,42.919999999999966
20230801,PRT00012,442354.18,23.83999999999989
20230801,PRT00013,208975.23,40.24000000000003
20230801,PRT00014,82475.52,21.260000000000012
20230801,PRT00015,282376.98000000004,23.130000000000003
20230801,PRT00016,221024.75,14.029999999999971
20230801,PRT00017,143800.73,27.770000000000067
20230801,PRT00018,286804.55,13.699999999999958
20230801,PRT00019,111818.15,28.090000000000042
20230801,PRT00020,111233.04999999999,28.69000000000008
20230801,PRT00021,431566.37,23.760000000000037
20230801,PRT00022,124212.81,17.37000000000001
20230801,PRT00023,183140.81,34.749999999999986
20230801,PRT00024,117327.22,21.130000000000038
20230801,PRT00025,178190.44999999998,18.900000000000006
20230801,PRT00026,280875.99,29.58999999999994
20230801,PRT00027,359579.98,17.290000000000042
20230802,PRT00001,218611.22999999998,0.0
20230802,PRT00002,154369.47,0.0
20230802,PRT00003,115956.8,0.0
20230802,PRT00004,155652.16,0.0
20230802,PRT00005,108985.37,0.0
20230802,PRT00006,144387.5,0.0
20230802,PRT00007,135113.19,0.0
20230802,PRT00008,90889.43000000001,0.0
20230802,PRT00009,61081.0,0.0
20230802,PRT00010,282063.58,0.0
20230802,PRT00011,252866.04,0.0
20230802,PRT00012,438177.77,0.0
20230802,PRT00013,205948.56,0.0
20230802,PRT00014,81576.53,0.0
20230802,PRT00015,280114.36,0.0
20230802,PRT00016,220357.29,0.0
20230802,PRT00017,142248.56,0.0
20230802,PRT00018,284593.68,0.0
20230802,PRT00019,110576.03,0.0
20230802,PRT00020,110228.44,0.0
20230802,PRT00021,428509.44,0.0
20230802,PRT00022,123287.35,0.0
20230802,PRT00023,179650.52,0.0
20230802,PRT00024,116690.63,0.0
20230802,PRT00025,176902.45,0.0
20230802,PRT00026,276459.66,0.0
