transaction_id,trade_date_key,portfolio_id,asset_id,transaction_type,quantity,price,gross_amount,fee_amount,net_amount,cash_impact,notes
TXN00002620,20230403,PRT00004,AST0048,BUY,0.36434157,109.3406,39.84,0.25,40.09,-40.09,Invest deposit (target weights)
TXN00002621,20230403,PRT00004,AST0008,BUY,0.43119807,92.3875,39.84,0.25,40.09,-40.09,Invest deposit (target weights)
TXN00002622,20230403,PRT00004,AST0005,BUY,0.22824252,174.5394,39.84,0.25,40.09,-40.09,Invest deposit (target weights)
TXN00002623,20230403,PRT00004,AST0049,BUY,1.59496291,24.977,39.84,0.25,40.09,-40.09,Invest deposit (target weights)
TXN00002624,20230403,PRT00004,AST0038,BUY,0.19083057,208.7575,39.84,0.25,40.09,-40.09,Invest deposit (target weights)
TXN00002625,20230403,PRT00004,AST0052,BUY,0.20278762,196.4484,39.84,0.25,40.09,-40.09,Invest deposit (target weights)
TXN00002626,20230403,PRT00004,AST0036,BUY,0.38817732,102.6266,39.84,0.25,40.09,-40.09,Invest deposit (target weights)
TXN00002627,20230403,PRT00004,AST0027,BUY,0.36721288,108.4856,39.84,0.25,40.09,-40.09,Invest deposit (target weights)
TXN00002628,20230403,PRT00004,AST0028,BUY,0.37207981,107.0666,39.84,0.25,40.09,-40.09,Invest deposit (target weights)
TXN00002629,20230403,PRT00004,AST0043,BUY,0.3881545,102.6326,39.84,0.25,40.09,-40.09,Invest deposit (target weights)
TXN00002630,20230403,PRT00004,AST0004,BUY,0.24562403,162.1882,39.84,0.25,40.09,-40.09,Invest deposit (target weights)
TXN00002631,20230403,PRT00004,AST0012,BUY,0.39122647,61.096,23.9,0.25,24.15,-24.15,Invest deposit (target weights)
TXN00002632,20230501,PRT00004,CASH0001,DEPOSIT,736.34,1.0,736.34,0.0,736.34,736.34,Recurring deposit
TXN00002633,20230501,PRT00004,CASH0001,FEE,9.25,1.0,9.25,0.0,9.25,-9.25,Monthly fee
TXN00002634,20230501,PRT00004,CASH0001,DIVIDEND,19.84,1.0,19.84,0.0,19.84,19.84,Dividend credit (synthetic)
TXN00002635,20230501,PRT00004,AST0032,BUY,0.7870431,46.7786,36.82,0.25,37.07,-37.07,Invest deposit (target weights)
TXN00002636,20230501,PRT00004,AST0035,BUY,0.60615018,60.7387,36.82,0.25,37.07,-37.07,Invest deposit (target weights)
TXN00002637,20230501,PRT00004,AST0007,BUY,0.24724326,148.9091,36.82,0.25,37.07,-37.07,Invest deposit (target weights)
TXN00002638,20230501,PRT00004,AST0030,BUY,0.20005577,184.0326,36.82,0.25,37.07,-37.07,Invest deposit (target weights)
TXN00002639,20230501,PRT00004,AST0011,BUY,0.15754084,233.6968,36.82,0.25,37.07,-37.07,Invest deposit (target weights)
TXN00002640,20230501,PRT00004,AST0054,BUY,1.19000028,30.9385,36.82,0.25,37.07,-37.07,Invest deposit (target weights)
TXN00002641,20230501,PRT00004,AST0047,BUY,0.15014444,245.2091,36.82,0.25,37.07,-37.07,Invest deposit (target weights)
TXN00002642,20230501,PRT00004,AST0046,BUY,0.18377334,200.338,36.82,0.25,37.07,-37.07,Invest deposit (target weights)
TXN00002643,20230501,PRT00004,AST0048,BUY,0.33427298,110.1399,36.82,0.25,37.07,-37.07,Invest deposit (target weights)
TXN00002644,20230501,PRT00004,AST0008,BUY,0.41415186,88.8968,36.82,0.25,37.07,-37.07,Invest deposit (target weights)
TXN00002645,20230501,PRT00004,AST0005,BUY,0.21867843,168.3604,36.82,0.25,37.07,-37.07,Invest deposit (target weights)
TXN00002646,20230501,PRT00004,AST0049,BUY,1.53081045,24.0505,36.82,0.25,37.07,-37.07,Invest deposit (target weights)
TXN00002647,20230501,PRT00004,AST0038,BUY,0.19895616,185.0497,36.82,0.25,37.07,-37.07,Invest deposit (target weights)
TXN00002648,20230501,PRT00004,AST0052,BUY,0.18824645,195.5776,36.82,0.25,37.07,-37.07,Invest deposit (target weights)
TXN00002649,20230501,PRT00004,AST0036,BUY,0.35800431,102.8389,36.82,0.25,37.07,-37.07,Invest deposit (target weights)
TXN00002650,20230501,PRT00004,AST0027,BUY,0.34083493,108.0194,36.82,0.25,37.07,-37.07,Invest deposit (target weights)
TXN00002651,20230501,PRT00004,AST0028,BUY,0.34314239,107.293,36.82,0.25,37.07,-37.07,Invest deposit (target weights)
TXN00002652,20230501,PRT00004,AST0043,BUY,0.35701969,103.1226,36.82,0.25,37.07,-37.07,Invest deposit (target weights)
TXN00002653,20230501,PRT00004,AST0004,BUY,0.2426483,151.729,36.82,0.25,37.07,-37.07,Invest deposit (target weights)
TXN00002654,20230501,PRT00004,AST0012,BUY,0.34324297,64.3569,22.09,0.25,22.34,-22.34,Invest deposit (target weights)
TXN00002655,20230601,PRT00004,CASH0001,DEPOSIT,844.86,1.0,844.86,0.0,844.86,844.86,Recurring deposit
TXN00002656,20230601,PRT00004,CASH0001,FEE,6.45,1.0,6.45,0.0,6.45,-6.45,Monthly fee
TXN00002657,20230601,PRT00004,CASH0001,DIVIDEND,22.73,1.0,22.73,0.0,22.73,22.73,Dividend credit (synthetic)
TXN00002658,20230601,PRT00004,AST0032,BUY,0.93998194,44.9405,42.24,0.25,42.49,-42.49,Invest deposit (target weights)
TXN00002659,20230601,PRT00004,AST0035,BUY,0.7950585,53.1322,42.24,0.25,42.49,-42.49,Invest deposit (target weights)
TXN00002660,20230601,PRT00004,AST0007,BUY,0.32886571,128.4513,42.24,0.25,42.49,-42.49,Invest deposit (target weights)
TXN00002661,20230601,PRT00004,AST0030,BUY,0.26324945,160.4684,42.24,0.25,42.49,-42.49,Invest deposit (target weights)
TXN00002662,20230601,PRT00004,AST0011,BUY,0.21131023,199.9109,42.24,0.25,42.49,-42.49,Invest deposit (target weights)
TXN00002663,20230601,PRT00004,AST0054,BUY,1.46884607,28.7595,42.24,0.25,42.49,-42.49,Invest deposit (target weights)
TXN00002664,20230601,PRT00004,AST0047,BUY,0.19345124,218.3663,42.24,0.25,42.49,-42.49,Invest deposit (target weights)
TXN00002665,20230601,PRT00004,AST0046,BUY,0.22787294,185.3806,42.24,0.25,42.49,-42.49,Invest deposit (target weights)
TXN00002666,20230601,PRT00004,AST0048,BUY,0.40118184,105.2969,42.24,0.25,42.49,-42.49,Invest deposit (target weights)
TXN00002667,20230601,PRT00004,AST0008,BUY,0.43937819,96.1432,42.24,0.25,42.49,-42.49,Invest deposit (target weights)
TXN00002668,20230601,PRT00004,AST0005,BUY,0.26159897,161.4808,42.24,0.25,42.49,-42.49,Invest deposit (target weights)
TXN00002669,20230601,PRT00004,AST0049,BUY,1.82100639,23.1977,42.24,0.25,42.49,-42.49,Invest deposit (target weights)
TXN00002670,20230601,PRT00004,AST0038,BUY,0.23899834,176.7511,42.24,0.25,42.49,-42.49,Invest deposit (target weights)
TXN00002671,20230601,PRT00004,AST0052,BUY,0.2468578,171.1237,42.24,0.25,42.49,-42.49,Invest deposit (target weights)
TXN00002672,20230601,PRT00004,AST0036,BUY,0.39543213,106.828,42.24,0.25,42.49,-42.49,Invest deposit (target weights)
TXN00002673,20230601,PRT00004,AST0027,BUY,0.37985124,111.2099,42.24,0.25,42.49,-42.49,Invest deposit (target weights)
TXN00002674,20230601,PRT00004,AST0028,BUY,0.38242483,110.4615,42.24,0.25,42.49,-42.49,Invest deposit (target weights)
TXN00002675,20230601,PRT00004,AST0043,BUY,0.39253246,107.6171,42.24,0.25,42.49,-42.49,Invest deposit (target weights)
TXN00002676,20230601,PRT00004,AST0004,BUY,0.31299102,134.9662,42.24,0.25,42.49,-42.49,Invest deposit (target weights)
TXN00002677,20230601,PRT00004,AST0012,BUY,0.37585325,67.4357,25.35,0.25,25.6,-25.6,Invest deposit (target weights)
TXN00002678,20230703,PRT00004,CASH0001,DEPOSIT,610.37,1.0,610.37,0.0,610.37,610.37,Recurring deposit
TXN00002679,20230703,PRT00004,CASH0001,FEE,5.82,1.0,5.82,0.0,5.82,-5.82,Monthly fee
TXN00002680,20230703,PRT00004,CASH0001,DIVIDEND,23.28,1.0,23.28,0.0,23.28,23.28,Dividend credit (synthetic)
TXN00002681,20230703,PRT00004,AST0032,BUY,0.79323995,38.4731,30.52,0.25,30.77,-30.77,Invest deposit (target weights)
TXN00002682,20230703,PRT00004,AST0035,BUY,0.75329661,40.5131,30.52,0.25,30.77,-30.77,Invest deposit (target weights)
TXN00002683,20230703,PRT00004,AST0007,BUY,0.2178337,140.0994,30.52,0.25,30.77,-30.77,Invest deposit (target weights)
TXN00002684,20230703,PRT00004,AST0030,BUY,0.17757412,171.8627,30.52,0.25,30.77,-30.77,Invest deposit (target weights)
TXN00002685,20230703,PRT00004,AST0011,BUY,0.12994127,234.8628,30.52,0.25,30.77,-30.77,Invest deposit (target weights)
TXN00002686,20230703,PRT00004,AST0054,BUY,1.07225334,28.4619,30.52,0.25,30.77,-30.77,Invest deposit (target weights)
TXN00002687,20230703,PRT00004,AST0047,BUY,0.13949703,218.7743,30.52,0.25,30.77,-30.77,Invest deposit (target weights)
TXN00002688,20230703,PRT00004,AST0046,BUY,0.15326149,199.1261,30.52,0.25,30.77,-30.77,Invest deposit (target weights)
TXN00002689,20230703,PRT00004,AST0048,BUY,0.27274882,111.8918,30.52,0.25,30.77,-30.77,Invest deposit (target weights)
TXN00002690,20230703,PRT00004,AST0008,BUY,0.33633724,90.7374,30.52,0.25,30.77,-30.77,Invest deposit (target weights)
TXN00002691,20230703,PRT00004,AST0005,BUY,0.17749095,171.9432,30.52,0.25,30.77,-30.77,Invest deposit (target weights)
TXN00002692,20230703,PRT00004,AST0049,BUY,1.47087084,20.7485,30.52,0.25,30.77,-30.77,Invest deposit (target weights)
TXN00002693,20230703,PRT00004,AST0038,BUY,0.16404343,186.0383,30.52,0.25,30.77,-30.77,Invest deposit (target weights)
TXN00002694,20230703,PRT00004,AST0052,BUY,0.14192499,215.0316,30.52,0.25,30.77,-30.77,Invest deposit (target weights)
TXN00002695,20230703,PRT00004,AST0036,BUY,0.27162889,112.3532,30.52,0.25,30.77,-30.77,Invest deposit (target weights)
TXN00002696,20230703,PRT00004,AST0027,BUY,0.26805369,113.8517,30.52,0.25,30.77,-30.77,Invest deposit (target weights)
TXN00002697,20230703,PRT00004,AST0028,BUY,0.26283733,116.1112,30.52,0.25,30.77,-30.77,Invest deposit (target weights)
TXN00002698,20230703,PRT00004,AST0043,BUY,0.27450849,111.1746,30.52,0.25,30.77,-30.77,Invest deposit (target weights)
TXN00002699,20230703,PRT00004,AST0004,BUY,0.2188307,139.4611,30.52,0.25,30.77,-30.77,Invest deposit (target weights)
TXN00002700,20230703,PRT00004,AST0012,BUY,0.36649141,49.963,18.31,0.25,18.56,-18.56,Invest deposit (target weights)
TXN00002701,20230801,PRT00004,CASH0001,DEPOSIT,662.8,1.0,662.8,0.0,662.8,662.8,Recurring deposit
TXN00002702,20230801,PRT00004,CASH0001,FEE,7.61,1.0,7.61,0.0,7.61,-7.61,Monthly fee
TXN00002703,20230801,PRT00004,CASH0001,DIVIDEND,11.98,1.0,11.98,0.0,11.98,11.98,Dividend credit (synthetic)
TXN00002704,20230801,PRT00004,AST0032,BUY,1.30626654,25.3702,33.14,0.25,33.39,-33.39,Invest deposit (target weights)
TXN00002705,20230801,PRT00004,AST0035,BUY,0.97764175,33.8981,33.14,0.25,33.39,-33.39,Invest deposit (target weights)
TXN00002706,20230801,PRT00004,AST0007,BUY,0.27612672,120.0181,33.14,0.25,33.39,-33.39,Invest deposit (target weights)
TXN00002707,20230801,PRT00004,AST0030,BUY,0.28002033,118.3493,33.14,0.25,33.39,-33.39,Invest deposit (target weights)
TXN00002708,20230801,PRT00004,AST0011,BUY,0.18602576,178.1484,33.14,0.25,33.39,-33.39,Invest deposit (target weights)
TXN00002709,20230801,PRT00004,AST0054,BUY,1.33042235,24.9095,33.14,0.25,33.39,-33.39,Invest deposit (target weights)
TXN00002710,20230801,PRT00004,AST0047,BUY,0.20630798,160.6346,33.14,0.25,33.39,-33.39,Invest deposit (target weights)
TXN00002711,20230801,PRT00004,AST0046,BUY,0.25588004,129.5146,33.14,0.25,33.39,-33.39,Invest deposit (target weights)
TXN00002712,20230801,PRT00004,AST0048,BUY,0.363887,91.0728,33.14,0.25,33.39,-33.39,Invest deposit (target weights)
TXN00002713,20230801,PRT00004,AST0008,BUY,0.46504316,71.2626,33.14,0.25,33.39,-33.39,Invest deposit (target weights)
TXN00002714,20230801,PRT00004,AST0005,BUY,0.25937919,127.7674,33.14,0.25,33.39,-33.39,Invest deposit (target weights)
TXN00002715,20230801,PRT00004,AST0049,BUY,2.16630798,15.298,33.14,0.25,33.39,-33.39,Invest deposit (target weights)
TXN00002716,20230801,PRT00004,AST0038,BUY,0.23173113,143.0114,33.14,0.25,33.39,-33.39,Invest deposit (target weights)
TXN00002717,20230801,PRT00004,AST0052,BUY,0.17903195,185.1077,33.14,0.25,33.39,-33.39,Invest deposit (target weights)
TXN00002718,20230801,PRT00004,AST0036,BUY,0.27888244,118.8321,33.14,0.25,33.39,-33.39,Invest deposit (target weights)
TXN00002719,20230801,PRT00004,AST0027,BUY,0.27512301,120.4559,33.14,0.25,33.39,-33.39,Invest deposit (target weights)
TXN00002720,20230801,PRT00004,AST0028,BUY,0.26314007,125.9413,33.14,0.25,33.39,-33.39,Invest deposit (target weights)
TXN00002721,20230801,PRT00004,AST0043,BUY,0.27376,121.0557,33.14,0.25,33.39,-33.39,Invest deposit (target weights)
TXN00002722,20230801,PRT00004,AST0004,BUY,0.3366966,98.4275,33.14,0.25,33.39,-33.39,Invest deposit (target weights)
TXN00002723,20230801,PRT00004,AST0012,BUY,0.33955978,58.5585,19.88,0.25,20.13,-20.13,Invest deposit (target weights)
TXN00002724,20230901,PRT00004,CASH0001,DEPOSIT,721.1,1.0,721.1,0.0,721.1,721.1,Recurring deposit
TXN00002725,20230901,PRT00004,CASH0001,FEE,5.61,1.0,5.61,0.0,5.61,-5.61,Monthly fee
TXN00002726,20230901,PRT00004,CASH0001,DIVIDEND,33.83,1.0,33.83,0.0,33.83,33.83,Dividend credit (synthetic)
TXN00002727,20230901,PRT00004,AST0032,BUY,1.66724584,21.6255,36.06,0.25,36.31,-36.31,Invest deposit (target weights)
TXN00002728,20230901,PRT00004,AST0035,BUY,1.07411482,33.5672,36.06,0.25,36.31,-36.31,Invest deposit (target weights)
TXN00002729,20230901,PRT00004,AST0007,BUY,0.32883503,109.6447,36.06,0.25,36.31,-36.31,Invest deposit (target weights)
TXN00002730,20230901,PRT00004,AST0030,BUY,0.36214074,99.5608,36.06,0.25,36.31,-36.31,Invest deposit (target weights)
TXN00002731,20230901,PRT00004,AST0011,BUY,0.25223277,142.9435,36.06,0.25,36.31,-36.31,Invest deposit (target weights)
TXN00002732,20230901,PRT00004,AST0054,BUY,2.20707727,16.3361,36.06,0.25,36.31,-36.31,Invest deposit (target weights)
TXN00002733,20230901,PRT00004,AST0047,BUY,0.28553928,126.2699,36.06,0.25,36.31,-36.31,Invest deposit (target weights)
TXN00002734,20230901,PRT00004,AST0046,BUY,0.36665146,98.336,36.06,0.25,36.31,-36.31,Invest deposit (target weights)
TXN00002735,20230901,PRT00004,AST0048,BUY,0.49872681,72.2941,36.06,0.25,36.31,-36.31,Invest deposit (target weights)
TXN00002736,20230901,PRT00004,AST0008,BUY,0.58419985,61.7169,36.06,0.25,36.31,-36.31,Invest deposit (target weights)
TXN00002737,20230901,PRT00004,AST0005,BUY,0.27707449,130.1276,36.06,0.25,36.31,-36.31,Invest deposit (target weights)
TXN00002738,20230901,PRT00004,AST0049,BUY,2.82189346,12.7769,36.06,0.25,36.31,-36.31,Invest deposit (target weights)
TXN00002739,20230901,PRT00004,AST0038,BUY,0.38322109,94.0841,36.06,0.25,36.31,-36.31,Invest deposit (target weights)
TXN00002740,20230901,PRT00004,AST0052,BUY,0.17882896,201.6174,36.06,0.25,36.31,-36.31,Invest deposit (target weights)
TXN00002741,20230901,PRT00004,AST0036,BUY,0.28534878,126.3542,36.06,0.25,36.31,-36.31,Invest deposit (target weights)
TXN00002742,20230901,PRT00004,AST0027,BUY,0.27504107,131.0896,36.06,0.25,36.31,-36.31,Invest deposit (target weights)
TXN00002743,20230901,PRT00004,AST0028,BUY,0.26380631,136.6724,36.06,0.25,36.31,-36.31,Invest deposit (target weights)
TXN00002744,20230901,PRT00004,AST0043,BUY,0.27521422,131.0071,36.06,0.25,36.31,-36.31,Invest deposit (target weights)
TXN00002745,20230901,PRT00004,AST0004,BUY,0.45417359,79.386,36.06,0.25,36.31,-36.31,Invest deposit (target weights)
TXN00002746,20230901,PRT00004,AST0012,BUY,0.50751905,42.625,21.63,0.25,21.88,-21.88,Invest deposit (target weights)
TXN00002747,20231002,PRT00004,CASH0001,DEPOSIT,657.16,1.0,657.16,0.0,657.16,657.16,Recurring deposit
TXN00002748,20231002,PRT00004,CASH0001,FEE,6.63,1.0,6.63,0.0,6.63,-6.63,Monthly fee
TXN00002749,20231002,PRT00004,CASH0001,DIVIDEND,6.05,1.0,6.05,0.0,6.05,6.05,Dividend credit (synthetic)
TXN00002750,20231002,PRT00004,AST0032,BUY,1.41670648,23.1931,32.86,0.25,33.11,-33.11,Invest deposit (target weights)
TXN00002751,20231002,PRT00004,AST0035,BUY,1.00416087,32.7217,32.86,0.25,33.11,-33.11,Invest deposit (target weights)
TXN00002752,20231002,PRT00004,AST0007,BUY,0.28524632,115.191,32.86,0.25,33.11,-33.11,Invest deposit (target weights)
TXN00002753,20231002,PRT00004,AST0030,BUY,0.33685585,97.5427,32.86,0.25,33.11,-33.11,Invest deposit (target weights)
TXN00002754,20231002,PRT00004,AST0011,BUY,0.20434488,160.7959,32.86,0.25,33.11,-33.11,Invest deposit (target weights)
TXN00002755,20231002,PRT00004,AST0054,BUY,2.03663457,16.1334,32.86,0.25,33.11,-33.11,Invest deposit (target weights)
TXN00002756,20231002,PRT00004,AST0047,BUY,0.26543221,123.7899,32.86,0.25,33.11,-33.11,Invest deposit (target weights)
TXN00002757,20231002,PRT00004,AST0046,BUY,0.3465057,94.8262,32.86,0.25,33.11,-33.11,Invest deposit (target weights)
TXN00002758,20231002,PRT00004,AST0048,BUY,0.46371085,70.8584,32.86,0.25,33.11,-33.11,Invest deposit (target weights)
TXN00002759,20231002,PRT00004,AST0008,BUY,0.54384239,60.4179,32.86,0.25,33.11,-33.11,Invest deposit (target weights)
TXN00002760,20231002,PRT00004,AST0005,BUY,0.25412551,129.2976,32.86,0.25,33.11,-33.11,Invest deposit (target weights)
TXN00002761,20231002,PRT00004,AST0049,BUY,2.7428137,11.9796,32.86,0.25,33.11,-33.11,Invest deposit (target weights)
TXN00002762,20231002,PRT00004,AST0038,BUY,0.37118857,88.5206,32.86,0.25,33.11,-33.11,Invest deposit (target weights)
TXN00002763,20231002,PRT00004,AST0052,BUY,0.14338063,229.165,32.86,0.25,33.11,-33.11,Invest deposit (target weights)
TXN00002764,20231002,PRT00004,AST0036,BUY,0.26672776,123.1886,32.86,0.25,33.11,-33.11,Invest deposit (target weights)
TXN00002765,20231002,PRT00004,AST0027,BUY,0.25419746,129.261,32.86,0.25,33.11,-33.11,Invest deposit (target weights)
TXN00002766,20231002,PRT00004,AST0028,BUY,0.25012917,131.3634,32.86,0.25,33.11,-33.11,Invest deposit (target weights)
TXN00002767,20231002,PRT00004,AST0043,BUY,0.25651987,128.0907,32.86,0.25,33.11,-33.11,Invest deposit (target weights)
TXN00002768,20231002,PRT00004,AST0004,BUY,0.40107214,81.925,32.86,0.25,33.11,-33.11,Invest deposit (target weights)
TXN00002769,20231002,PRT00004,AST0012,BUY,0.47201551,41.767,19.71,0.25,19.96,-19.96,Invest deposit (target weights)
TXN00002770,20231101,PRT00004,CASH0001,DEPOSIT,546.25,1.0,546.25,0.0,546.25,546.25,Recurring deposit
TXN00002771,20231101,PRT00004,CASH0001,FEE,6.46,1.0,6.46,0.0,6.46,-6.46,Monthly fee
TXN00002772,20231101,PRT00004,CASH0001,DIVIDEND,16.42,1.0,16.42,0.0,16.42,16.42,Dividend credit (synthetic)
TXN00002773,20231101,PRT00004,AST0032,BUY,1.02763406,26.5781,27.31,0.25,27.56,-27.56,Invest deposit (target weights)
TXN00002774,20231101,PRT00004,AST0035,BUY,0.70521426,38.7295,27.31,0.25,27.56,-27.56,Invest deposit (target weights)
TXN00002775,20231101,PRT00004,AST0007,BUY,0.21902224,124.7023,27.31,0.25,27.56,-27.56,Invest deposit (target weights)
TXN00002776,20231101,PRT00004,AST0030,BUY,0.21942782,124.4718,27.31,0.25,27.56,-27.56,Invest deposit (target weights)
TXN00002777,20231101,PRT00004,AST0011,BUY,0.19218703,142.1146,27.31,0.25,27.56,-27.56,Invest deposit (target weights)
TXN00002778,20231101,PRT00004,AST0054,BUY,1.43882985,18.9825,27.31,0.25,27.56,-27.56,Invest deposit (target weights)
TXN00002779,20231101,PRT00004,AST0047,BUY,0.22795131,119.8176,27.31,0.25,27.56,-27.56,Invest deposit (target weights)
TXN00002780,20231101,PRT00004,AST0046,BUY,0.28997339,94.19,27.31,0.25,27.56,-27.56,Invest deposit (target weights)
TXN00002781,20231101,PRT00004,AST0048,BUY,0.35731502,76.4384,27.31,0.25,27.56,-27.56,Invest deposit (target weights)
TXN00002782,20231101,PRT00004,AST0008,BUY,0.39387632,69.343,27.31,0.25,27.56,-27.56,Invest deposit (target weights)
TXN00002783,20231101,PRT00004,AST0005,BUY,0.161459,169.1611,27.31,0.25,27.56,-27.56,Invest deposit (target weights)
TXN00002784,20231101,PRT00004,AST0049,BUY,2.40548964,11.3543,27.31,0.25,27.56,-27.56,Invest deposit (target weights)
TXN00002785,20231101,PRT00004,AST0038,BUY,0.30317237,90.0893,27.31,0.25,27.56,-27.56,Invest deposit (target weights)
TXN00002786,20231101,PRT00004,AST0052,BUY,0.10016942,272.6638,27.31,0.25,27.56,-27.56,Invest deposit (target weights)
TXN00002787,20231101,PRT00004,AST0036,BUY,0.23413783,116.6517,27.31,0.25,27.56,-27.56,Invest deposit (target weights)
TXN00002788,20231101,PRT00004,AST0027,BUY,0.22402889,121.9154,27.31,0.25,27.56,-27.56,Invest deposit (target weights)
TXN00002789,20231101,PRT00004,AST0028,BUY,0.22044739,123.8961,27.31,0.25,27.56,-27.56,Invest deposit (target weights)
TXN00002790,20231101,PRT00004,AST0043,BUY,0.22209384,122.9777,27.31,0.25,27.56,-27.56,Invest deposit (target weights)
TXN00002791,20231101,PRT00004,AST0004,BUY,0.30706265,88.9479,27.31,0.25,27.56,-27.56,Invest deposit (target weights)
TXN00002792,20231101,PRT00004,AST0012,BUY,0.43306308,37.841,16.39,0.25,16.64,-16.64,Invest deposit (target weights)
TXN00002793,20231201,PRT00004,CASH0001,DEPOSIT,677.84,1.0,677.84,0.0,677.84,677.84,Recurring deposit
TXN00002794,20231201,PRT00004,CASH0001,FEE,5.51,1.0,5.51,0.0,5.51,-5.51,Monthly fee
TXN00002795,20231201,PRT00004,CASH0001,DIVIDEND,16.89,1.0,16.89,0.0,16.89,16.89,Dividend credit (synthetic)
TXN00002796,20231201,PRT00004,AST0032,BUY,1.38685218,24.4382,33.89,0.25,34.14,-34.14,Invest deposit (target weights)
TXN00002797,20231201,PRT00004,AST0035,BUY,0.90188478,37.5793,33.89,0.25,34.14,-34.14,Invest deposit (target weights)
TXN00002798,20231201,PRT00004,AST0007,BUY,0.2491544,136.029,33.89,0.25,34.14,-34.14,Invest deposit (target weights)
TXN00002799,20231201,PRT00004,AST0030,BUY,0.27334165,123.9922,33.89,0.25,34.14,-34.14,Invest deposit (target weights)
TXN00002800,20231201,PRT00004,AST0011,BUY,0.23666698,143.2064,33.89,0.25,34.14,-34.14,Invest deposit (target weights)
TXN00002801,20231201,PRT00004,AST0054,BUY,1.70618712,19.8643,33.89,0.25,34.14,-34.14,Invest deposit (target weights)
TXN00002802,20231201,PRT00004,AST0047,BUY,0.33110846,102.3599,33.89,0.25,34.14,-34.14,Invest deposit (target weights)
TXN00002803,20231201,PRT00004,AST0046,BUY,0.36322977,93.308,33.89,0.25,34.14,-34.14,Invest deposit (target weights)
TXN00002804,20231201,PRT00004,AST0048,BUY,0.47733133,71.0036,33.89,0.25,34.14,-34.14,Invest deposit (target weights)
TXN00002805,20231201,PRT00004,AST0008,BUY,0.41349667,81.9649,33.89,0.25,34.14,-34.14,Invest deposit (target weights)
TXN00002806,20231201,PRT00004,AST0005,BUY,0.19934901,170.0145,33.89,0.25,34.14,-34.14,Invest deposit (target weights)
TXN00002807,20231201,PRT00004,AST0049,BUY,3.28384451,10.3209,33.89,0.25,34.14,-34.14,Invest deposit (target weights)
TXN00002808,20231201,PRT00004,AST0038,BUY,0.42518971,79.7108,33.89,0.25,34.14,-34.14,Invest deposit (target weights)
TXN00002809,20231201,PRT00004,AST0052,BUY,0.11773974,287.8572,33.89,0.25,34.14,-34.14,Invest deposit (target weights)
TXN00002810,20231201,PRT00004,AST0036,BUY,0.29611629,114.4558,33.89,0.25,34.14,-34.14,Invest deposit (target weights)
TXN00002811,20231201,PRT00004,AST0027,BUY,0.28280244,119.8442,33.89,0.25,34.14,-34.14,Invest deposit (target weights)
TXN00002812,20231201,PRT00004,AST0028,BUY,0.27664065,122.5136,33.89,0.25,34.14,-34.14,Invest deposit (target weights)
TXN00002813,20231201,PRT00004,AST0043,BUY,0.27666741,122.5017,33.89,0.25,34.14,-34.14,Invest deposit (target weights)
TXN00002814,20231201,PRT00004,AST0004,BUY,0.42487028,79.7708,33.89,0.25,34.14,-34.14,Invest deposit (target weights)
TXN00002815,20231201,PRT00004,AST0012,BUY,0.52813267,38.5042,20.34,0.25,20.59,-20.59,Invest deposit (target weights)
TXN00002816,20240101,PRT00004,CASH0001,DEPOSIT,468.75,1.0,468.75,0.0,468.75,468.75,Recurring deposit
TXN00002817,20240101,PRT00004,CASH0001,FEE,5.87,1.0,5.87,0.0,5.87,-5.87,Monthly fee
TXN00002818,20240101,PRT00004,CASH0001,DIVIDEND,16.68,1.0,16.68,0.0,16.68,16.68,Dividend credit (synthetic)
TXN00002819,20240101,PRT00004,AST0032,BUY,0.95367632,24.5762,23.44,0.25,23.69,-23.69,Invest deposit (target weights)
TXN00002820,20240101,PRT00004,AST0035,BUY,0.64263419,36.4714,23.44,0.25,23.69,-23.69,Invest deposit (target weights)
TXN00002821,20240101,PRT00004,AST0007,BUY,0.18144734,129.1711,23.44,0.25,23.69,-23.69,Invest deposit (target weights)
TXN00002822,20240101,PRT00004,AST0030,BUY,0.18961971,123.6039,23.44,0.25,23.69,-23.69,Invest deposit (target weights)
TXN00002823,20240101,PRT00004,AST0011,BUY,0.16184549,144.8156,23.44,0.25,23.69,-23.69,Invest deposit (target weights)
TXN00002824,20240101,PRT00004,AST0054,BUY,1.18596859,19.7625,23.44,0.25,23.69,-23.69,Invest deposit (target weights)
TXN00002825,20240101,PRT00004,AST0047,BUY,0.215106,108.959,23.44,0.25,23.69,-23.69,Invest deposit (target weights)
TXN00002826,20240101,PRT00004,AST0046,BUY,0.23936019,97.9183,23.44,0.25,23.69,-23.69,Invest deposit (target weights)
TXN00002827,20240101,PRT00004,AST0048,BUY,0.37596961,62.3395,23.44,0.25,23.69,-23.69,Invest deposit (target weights)
TXN00002828,20240101,PRT00004,AST0008,BUY,0.24588026,95.3218,23.44,0.25,23.69,-23.69,Invest deposit (target weights)
TXN00002829,20240101,PRT00004,AST0005,BUY,0.12943926,181.0714,23.44,0.25,23.69,-23.69,Invest deposit (target weights)
TXN00002830,20240101,PRT00004,AST0049,BUY,2.32760471,10.0695,23.44,0.25,23.69,-23.69,Invest deposit (target weights)
TXN00002831,20240101,PRT00004,AST0038,BUY,0.32274602,72.6198,23.44,0.25,23.69,-23.69,Invest deposit (target weights)
